['47', ['081109', '203523', '148', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1101', ['081109', '203535', '163', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1103', ['081109', '203535', '164', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1104', ['081109', '203535', '164', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1105', ['081109', '203535', '165', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1106', ['081109', '203535', '165', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1107', ['081109', '203535', '165', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1110', ['081109', '203535', '167', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1111', ['081109', '203535', '168', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1112', ['081109', '203535', '169', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1113', ['081109', '203535', '171', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1115', ['081109', '203535', '174', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1116', ['081109', '203535', '175', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1121', ['081109', '203535', '202', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1123', ['081109', '203535', '204', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1124', ['081109', '203535', '205', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1125', ['081109', '203535', '206', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1126', ['081109', '203535', '206', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1127', ['081109', '203535', '207', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1128', ['081109', '203535', '207', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1130', ['081109', '203535', '209', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1131', ['081109', '203535', '209', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1132', ['081109', '203535', '210', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1133', ['081109', '203535', '211', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1134', ['081109', '203535', '211', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1135', ['081109', '203535', '212', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1136', ['081109', '203535', '213', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1137', ['081109', '203535', '214', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1138', ['081109', '203535', '215', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1139', ['081109', '203535', '216', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1141', ['081109', '203535', '218', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1142', ['081109', '203535', '219', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1143', ['081109', '203535', '220', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1144', ['081109', '203535', '221', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1145', ['081109', '203535', '223', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1146', ['081109', '203535', '224', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1147', ['081109', '203535', '226', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1254', ['081109', '203536', '167', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1255', ['081109', '203536', '169', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1256', ['081109', '203536', '170', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1257', ['081109', '203536', '172', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1258', ['081109', '203536', '173', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1259', ['081109', '203536', '174', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1260', ['081109', '203536', '175', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1261', ['081109', '203536', '176', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1262', ['081109', '203536', '176', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1263', ['081109', '203536', '177', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1264', ['081109', '203536', '177', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1265', ['081109', '203536', '182', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1266', ['081109', '203536', '183', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1267', ['081109', '203536', '184', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1268', ['081109', '203536', '212', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1269', ['081109', '203536', '213', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1270', ['081109', '203536', '222', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1388', ['081109', '203537', '169', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1390', ['081109', '203537', '171', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1391', ['081109', '203537', '185', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1473', ['081109', '203538', '161', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1477', ['081109', '203538', '162', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1581', ['081109', '203539', '166', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1584', ['081109', '203539', '168', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1586', ['081109', '203539', '173', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1590', ['081109', '203539', '177', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1592', ['081109', '203539', '221', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1593', ['081109', '203539', '222', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1594', ['081109', '203539', '223', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1595', ['081109', '203539', '224', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1596', ['081109', '203539', '225', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1597', ['081109', '203539', '226', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1598', ['081109', '203539', '227', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1599', ['081109', '203539', '228', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1600', ['081109', '203539', '229', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1723', ['081109', '203540', '178', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1724', ['081109', '203540', '179', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1725', ['081109', '203540', '179', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1726', ['081109', '203540', '179', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1731', ['081109', '203540', '187', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1732', ['081109', '203540', '189', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1734', ['081109', '203540', '231', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1735', ['081109', '203540', '232', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1828', ['081109', '203541', '174', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1829', ['081109', '203541', '187', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1830', ['081109', '203541', '190', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1832', ['081109', '203541', '233', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1879', ['081109', '203542', '182', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1961', ['081109', '203544', '234', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1962', ['081109', '203544', '235', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1982', ['081109', '203545', '189', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1983', ['081109', '203545', '191', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1984', ['081109', '203545', '237', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['2006', ['081109', '203546', '184', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['3868', ['081109', '203616', '250', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['5339', ['081109', '203626', '211', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
