['2', ['081109', '203518', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/mnt/hadoop/mapred/system/job_200811092030_0001/job.jar.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43819', ['081109', '204133', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000311_0/part-00311.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43823', ['081109', '204133', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000089_0/part-00089.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43824', ['081109', '204133', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000258_0/part-00258.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43825', ['081109', '204133', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000321_0/part-00321.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43826', ['081109', '204133', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000388_0/part-00388.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43831', ['081109', '204133', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000062_0/part-00062.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43835', ['081109', '204133', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000308_0/part-00308.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43836', ['081109', '204133', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000351_0/part-00351.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43837', ['081109', '204133', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000396_0/part-00396.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43858', ['081109', '204133', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000189_0/part-00189.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43859', ['081109', '204133', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000193_0/part-00193.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43887', ['081109', '204133', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000186_0/part-00186.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43918', ['081109', '204133', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000175_0/part-00175.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['43999', ['081109', '204134', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000065_0/part-00065.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44000', ['081109', '204134', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000181_0/part-00181.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44001', ['081109', '204134', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000331_0/part-00331.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44012', ['081109', '204134', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000324_0/part-00324.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44013', ['081109', '204134', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000332_0/part-00332.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44020', ['081109', '204134', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000114_0/part-00114.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44023', ['081109', '204134', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000176_0/part-00176.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44024', ['081109', '204134', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000298_0/part-00298.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44026', ['081109', '204134', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000069_0/part-00069.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44053', ['081109', '204134', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000266_0/part-00266.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44077', ['081109', '204134', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000192_0/part-00192.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44147', ['081109', '204135', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000172_0/part-00172.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44156', ['081109', '204135', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000381_0/part-00381.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44159', ['081109', '204135', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000006_0/part-00006.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44160', ['081109', '204135', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000122_0/part-00122.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44161', ['081109', '204135', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000264_0/part-00264.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44167', ['081109', '204135', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000055_0/part-00055.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44168', ['081109', '204135', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000137_0/part-00137.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44173', ['081109', '204135', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000220_0/part-00220.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44174', ['081109', '204135', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000383_0/part-00383.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44219', ['081109', '204135', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000358_0/part-00358.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44279', ['081109', '204136', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000002_0/part-00002.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44280', ['081109', '204136', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000239_0/part-00239.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44282', ['081109', '204136', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000045_0/part-00045.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44285', ['081109', '204136', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000402_0/part-00402.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44287', ['081109', '204136', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000270_0/part-00270.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44292', ['081109', '204136', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000157_0/part-00157.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44293', ['081109', '204136', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000277_0/part-00277.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44294', ['081109', '204136', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000286_0/part-00286.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44295', ['081109', '204136', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000328_0/part-00328.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44296', ['081109', '204136', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000368_0/part-00368.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44387', ['081109', '204137', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000390_0/part-00390.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44399', ['081109', '204137', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000294_0/part-00294.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44422', ['081109', '204137', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000093_0/part-00093.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44442', ['081109', '204137', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000051_0/part-00051.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44443', ['081109', '204137', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000242_0/part-00242.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44476', ['081109', '204138', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000047_0/part-00047.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44479', ['081109', '204138', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000096_0/part-00096.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44485', ['081109', '204138', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000385_0/part-00385.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44489', ['081109', '204138', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000278_0/part-00278.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44490', ['081109', '204138', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000386_0/part-00386.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44513', ['081109', '204138', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000140_0/part-00140.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44558', ['081109', '204139', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000389_0/part-00389.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44560', ['081109', '204139', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000269_0/part-00269.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44562', ['081109', '204139', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000207_0/part-00207.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44569', ['081109', '204139', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000028_0/part-00028.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44570', ['081109', '204139', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000141_0/part-00141.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44580', ['081109', '204139', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000366_0/part-00366.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44587', ['081109', '204139', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000095_0/part-00095.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44588', ['081109', '204139', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000210_0/part-00210.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44683', ['081109', '204140', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000076_0/part-00076.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44684', ['081109', '204140', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000260_0/part-00260.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44689', ['081109', '204140', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000015_0/part-00015.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44690', ['081109', '204140', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000064_0/part-00064.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44696', ['081109', '204140', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000086_0/part-00086.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44700', ['081109', '204140', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000017_0/part-00017.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44703', ['081109', '204140', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000033_0/part-00033.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44709', ['081109', '204140', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000124_0/part-00124.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44710', ['081109', '204140', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000280_0/part-00280.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44713', ['081109', '204140', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000011_0/part-00011.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44722', ['081109', '204140', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000161_0/part-00161.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44829', ['081109', '204141', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000295_0/part-00295.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44838', ['081109', '204141', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000254_0/part-00254.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44841', ['081109', '204141', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000102_0/part-00102.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44843', ['081109', '204141', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000148_0/part-00148.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44844', ['081109', '204141', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000367_0/part-00367.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44853', ['081109', '204141', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000056_0/part-00056.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44854', ['081109', '204141', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000160_0/part-00160.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44864', ['081109', '204141', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000173_0/part-00173.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44865', ['081109', '204141', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000319_0/part-00319.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44866', ['081109', '204141', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000335_0/part-00335.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44885', ['081109', '204141', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000029_0/part-00029.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44886', ['081109', '204141', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000202_0/part-00202.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44962', ['081109', '204142', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000230_0/part-00230.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44969', ['081109', '204142', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000030_0/part-00030.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44970', ['081109', '204142', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000084_0/part-00084.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44971', ['081109', '204142', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000197_0/part-00197.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44972', ['081109', '204142', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000378_0/part-00378.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44975', ['081109', '204142', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000352_0/part-00352.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44989', ['081109', '204142', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000049_0/part-00049.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['44990', ['081109', '204142', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000301_0/part-00301.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['45005', ['081109', '204142', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000108_0/part-00108.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['45026', ['081109', '204142', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000344_0/part-00344.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['45101', ['081109', '204143', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000059_0/part-00059.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['45102', ['081109', '204143', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000069_0/part-00069.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['45105', ['081109', '204143', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000221_0/part-00221.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['45106', ['081109', '204143', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000324_0/part-00324.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['45107', ['081109', '204143', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000374_0/part-00374.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['45109', ['081109', '204143', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000248_0/part-00248.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['45113', ['081109', '204143', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000129_0/part-00129.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
