['2082', ['081109', '203552', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103612', ['081109', '204952', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103616', ['081109', '204953', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103617', ['081109', '204953', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103633', ['081109', '204954', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103634', ['081109', '204954', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103635', ['081109', '204954', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103636', ['081109', '204954', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103637', ['081109', '204955', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103638', ['081109', '204955', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103639', ['081109', '204956', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103640', ['081109', '204956', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103641', ['081109', '204957', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103648', ['081109', '204959', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103658', ['081109', '205001', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103659', ['081109', '205001', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103672', ['081109', '205002', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103673', ['081109', '205004', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103674', ['081109', '205005', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103675', ['081109', '205005', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103676', ['081109', '205005', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103677', ['081109', '205006', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103678', ['081109', '205006', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103679', ['081109', '205006', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103680', ['081109', '205007', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103681', ['081109', '205007', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103682', ['081109', '205008', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103683', ['081109', '205008', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103684', ['081109', '205008', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103685', ['081109', '205010', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103686', ['081109', '205011', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103687', ['081109', '205011', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103688', ['081109', '205011', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103707', ['081109', '205013', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103708', ['081109', '205014', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103709', ['081109', '205015', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103710', ['081109', '205016', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103711', ['081109', '205017', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103712', ['081109', '205017', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103713', ['081109', '205018', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103714', ['081109', '205018', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103715', ['081109', '205018', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103716', ['081109', '205019', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103717', ['081109', '205021', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103736', ['081109', '205024', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103737', ['081109', '205024', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103738', ['081109', '205025', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103739', ['081109', '205025', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103749', ['081109', '205028', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103750', ['081109', '205028', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103751', ['081109', '205029', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103752', ['081109', '205029', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103758', ['081109', '205030', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103759', ['081109', '205030', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103763', ['081109', '205031', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103764', ['081109', '205031', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103765', ['081109', '205031', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103767', ['081109', '205032', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103768', ['081109', '205032', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103769', ['081109', '205033', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103770', ['081109', '205033', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103798', ['081109', '205036', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103799', ['081109', '205037', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103800', ['081109', '205038', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103801', ['081109', '205038', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103802', ['081109', '205040', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103803', ['081109', '205040', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103804', ['081109', '205041', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103805', ['081109', '205041', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103806', ['081109', '205042', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103807', ['081109', '205043', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103808', ['081109', '205043', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103809', ['081109', '205043', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103810', ['081109', '205044', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103811', ['081109', '205044', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103812', ['081109', '205044', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103813', ['081109', '205044', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103814', ['081109', '205046', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103815', ['081109', '205046', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103816', ['081109', '205046', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103817', ['081109', '205047', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103818', ['081109', '205047', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103819', ['081109', '205047', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103820', ['081109', '205048', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103821', ['081109', '205049', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103822', ['081109', '205050', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103823', ['081109', '205050', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103824', ['081109', '205051', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103825', ['081109', '205053', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103826', ['081109', '205054', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103827', ['081109', '205055', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103828', ['081109', '205055', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103829', ['081109', '205055', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103830', ['081109', '205056', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103840', ['081109', '205058', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103841', ['081109', '205058', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103842', ['081109', '205059', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103843', ['081109', '205059', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103844', ['081109', '205059', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103845', ['081109', '205059', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103846', ['081109', '205059', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103847', ['081109', '205100', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103848', ['081109', '205100', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103849', ['081109', '205101', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103850', ['081109', '205101', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103851', ['081109', '205101', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103852', ['081109', '205101', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103853', ['081109', '205101', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103858', ['081109', '205102', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103859', ['081109', '205102', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103860', ['081109', '205102', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103875', ['081109', '205105', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103887', ['081109', '205107', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103888', ['081109', '205111', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103889', ['081109', '205111', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103890', ['081109', '205111', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103891', ['081109', '205113', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103892', ['081109', '205113', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103893', ['081109', '205114', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103894', ['081109', '205114', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103895', ['081109', '205114', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103896', ['081109', '205115', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103897', ['081109', '205115', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103907', ['081109', '205116', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103908', ['081109', '205118', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103909', ['081109', '205118', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103910', ['081109', '205119', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103911', ['081109', '205119', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103912', ['081109', '205119', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103913', ['081109', '205120', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103923', ['081109', '205122', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103924', ['081109', '205126', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103925', ['081109', '205126', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103926', ['081109', '205126', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103927', ['081109', '205127', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103928', ['081109', '205127', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103929', ['081109', '205127', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103930', ['081109', '205127', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103931', ['081109', '205128', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103932', ['081109', '205128', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103933', ['081109', '205128', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103934', ['081109', '205128', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103935', ['081109', '205131', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103936', ['081109', '205132', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103937', ['081109', '205133', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103938', ['081109', '205136', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103939', ['081109', '205137', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103940', ['081109', '205137', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103941', ['081109', '205137', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103942', ['081109', '205138', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103943', ['081109', '205139', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103944', ['081109', '205140', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103945', ['081109', '205141', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103946', ['081109', '205142', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103947', ['081109', '205142', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103948', ['081109', '205142', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103949', ['081109', '205142', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103950', ['081109', '205143', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103951', ['081109', '205143', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103952', ['081109', '205144', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103953', ['081109', '205144', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103954', ['081109', '205145', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103955', ['081109', '205146', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103956', ['081109', '205147', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103957', ['081109', '205147', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103958', ['081109', '205148', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103963', ['081109', '205149', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['103964', ['081109', '205149', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
