[6, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '91178', 'from'], 'E9']
[58020, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58021, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58023, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58025, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58028, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58029, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58031, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58034, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58035, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58037, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58039, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58041, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58044, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58047, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58048, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58051, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58052, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58055, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58060, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58061, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58062, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58065, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58066, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58072, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58073, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58074, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58078, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58079, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58083, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58084, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58087, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58088, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58090, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58093, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58100, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58108, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58113, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58118, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58124, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58147, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58174, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58179, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58181, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58183, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58186, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58187, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58190, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58193, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58194, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58197, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58198, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58200, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58209, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58212, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58268, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58270, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58272, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58274, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58277, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58278, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58280, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58285, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58286, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58287, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58288, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58291, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58292, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58296, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58297, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58298, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58300, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58302, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58306, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58307, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58309, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58311, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58313, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58315, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58319, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58322, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58341, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58390, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58394, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58395, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58397, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58399, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58401, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58404, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58405, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58410, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58411, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58412, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58413, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58416, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58417, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58420, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58421, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58424, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58425, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58428, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58429, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58434, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58435, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58436, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58438, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58441, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58442, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58446, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58447, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58449, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58462, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58465, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58473, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58488, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58490, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58521, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58523, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58525, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58527, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58530, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58531, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58534, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58535, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58538, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58539, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58541, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58545, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58546, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58547, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58549, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58551, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58553, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58555, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58558, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58561, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58562, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58564, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58566, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58568, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58570, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58575, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58578, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58596, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58645, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58648, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58649, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58651, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58653, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58655, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58660, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58661, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58662, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58663, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58665, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58667, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58672, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58673, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58674, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58675, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58680, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58681, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58682, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58687, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58689, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58691, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58698, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58705, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58707, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58712, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58715, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58720, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58721, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58731, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58737, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58776, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58778, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58780, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58782, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58784, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58786, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58788, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58791, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58792, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58794, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58796, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58799, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58800, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58804, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58805, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58807, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58810, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58814, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58815, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58816, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58818, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58819, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58822, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58833, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58840, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58857, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58907, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58908, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58910, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58912, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58915, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58916, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58919, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58920, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58922, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58924, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58927, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58928, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58930, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58935, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58936, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58937, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58938, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58940, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58942, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58944, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58946, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58948, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58950, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58953, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58954, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58958, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58959, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[58960, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
